traveller_id,wt_css_o,wt_css_d,cs_duration,walking_duration,public_duration,bicycling_duration,driving_duration,cs_distance,walking_distance,public_distance,bicycling_distance,driving_distance
t1720,11 mins,3 mins,8 mins,49 mins,27 mins,13 mins,11 mins,3.0 km,3.5 km,4.5 km,3.6 km,3.6 km
t1721,11 mins,3 mins,23 mins,1 hour 54 mins,38 mins,29 mins,24 mins,8.6 km,8.3 km,11.0 km,8.7 km,9.0 km
t1722,7 mins,3 mins,6 mins,28 mins,9 mins,8 mins,7 mins,2.4 km,2.0 km,2.2 km,2.1 km,2.3 km
t1723,7 mins,2 mins,17 mins,1 hour 13 mins,31 mins,19 mins,17 mins,5.8 km,5.3 km,11.7 km,5.4 km,5.5 km
t1724,7 mins,2 mins,19 mins,1 hour 8 mins,34 mins,18 mins,19 mins,6.6 km,4.9 km,6.2 km,5.3 km,6.2 km
t1725,8 mins,5 mins,24 mins,1 hour 36 mins,33 mins,28 mins,21 mins,8.1 km,7.0 km,11.5 km,7.9 km,7.9 km
t1726,7 mins,1 min,9 mins,42 mins,17 mins,12 mins,11 mins,3.1 km,3.1 km,3.5 km,3.7 km,3.7 km
t1727,7 mins,3 mins,9 mins,25 mins,10 mins,7 mins,7 mins,3.3 km,1.8 km,2.6 km,2.0 km,2.0 km
t1728,8 mins,9 mins,10 mins,34 mins,10 mins,9 mins,8 mins,3.2 km,2.5 km,2.8 km,2.7 km,2.9 km
t1729,8 mins,2 mins,21 mins,1 hour 33 mins,26 mins,24 mins,21 mins,7.2 km,6.8 km,9.0 km,6.8 km,7.4 km
t1730,7 mins,6 mins,10 mins,35 mins,13 mins,9 mins,8 mins,3.2 km,2.6 km,2.9 km,2.9 km,3.0 km
t1731,7 mins,2 mins,12 mins,36 mins,13 mins,11 mins,9 mins,4.3 km,2.6 km,3.6 km,3.0 km,2.9 km
t1732,8 mins,8 mins,15 mins,1 hour 4 mins,19 mins,16 mins,14 mins,5.1 km,4.7 km,6.5 km,4.7 km,4.8 km
t1733,7 mins,6 mins,22 mins,1 hour 48 mins,43 mins,27 mins,22 mins,10.5 km,7.8 km,11.9 km,8.5 km,8.8 km
t1734,7 mins,1 min,12 mins,56 mins,28 mins,17 mins,14 mins,5.0 km,4.1 km,5.3 km,5.4 km,5.3 km
t1735,8 mins,1 min,16 mins,1 hour 10 mins,24 mins,17 mins,15 mins,6.1 km,5.1 km,6.4 km,5.3 km,6.0 km
t1736,8 mins,6 mins,22 mins,1 hour 33 mins,34 mins,22 mins,22 mins,8.1 km,6.7 km,8.1 km,7.6 km,8.2 km
t1737,8 mins,5 mins,8 mins,31 mins,13 mins,9 mins,7 mins,3.0 km,2.3 km,2.8 km,2.6 km,2.2 km
t1738,7 mins,7 mins,8 mins,37 mins,22 mins,11 mins,10 mins,2.9 km,2.7 km,4.5 km,3.0 km,3.3 km
t1739,7 mins,7 mins,14 mins,56 mins,23 mins,16 mins,12 mins,5.2 km,4.0 km,5.2 km,4.5 km,4.9 km
t1740,4 mins,8 mins,25 mins,1 hour 48 mins,33 mins,28 mins,23 mins,11.2 km,7.8 km,9.1 km,8.4 km,8.7 km
t1741,6 mins,4 mins,6 mins,22 mins,6 mins,6 mins,5 mins,2.2 km,1.6 km,1.6 km,1.6 km,1.7 km
t1742,4 mins,6 mins,16 mins,1 hour 5 mins,17 mins,16 mins,15 mins,5.6 km,4.7 km,5.5 km,5.0 km,5.3 km
t1743,4 mins,6 mins,21 mins,1 hour 14 mins,25 mins,19 mins,20 mins,6.5 km,5.4 km,7.6 km,5.6 km,7.2 km
t1744,4 mins,8 mins,12 mins,45 mins,15 mins,11 mins,10 mins,4.2 km,3.3 km,3.8 km,3.4 km,3.8 km
t1745,6 mins,8 mins,25 mins,1 hour 39 mins,38 mins,24 mins,24 mins,8.9 km,7.2 km,8.9 km,7.9 km,8.7 km
t1746,4 mins,4 mins,23 mins,1 hour 16 mins,22 mins,22 mins,22 mins,8.1 km,5.5 km,8.7 km,7.2 km,6.9 km
t1747,6 mins,3 mins,7 mins,28 mins,10 mins,7 mins,6 mins,2.8 km,2.0 km,2.3 km,2.0 km,2.3 km
t1748,4 mins,5 mins,6 mins,25 mins,8 mins,8 mins,5 mins,1.9 km,1.8 km,1.7 km,2.3 km,2.3 km
t1749,4 mins,8 mins,10 mins,35 mins,12 mins,11 mins,9 mins,3.2 km,2.5 km,2.8 km,3.1 km,3.0 km
t1750,4 mins,7 mins,21 mins,1 hour 18 mins,29 mins,19 mins,17 mins,9.2 km,5.7 km,11.8 km,6.1 km,6.7 km
t1751,4 mins,3 mins,14 mins,41 mins,18 mins,10 mins,10 mins,4.6 km,3.0 km,4.6 km,3.0 km,3.7 km
t1752,6 mins,7 mins,11 mins,39 mins,16 mins,12 mins,9 mins,4.0 km,2.8 km,4.7 km,3.2 km,3.2 km
t1753,6 mins,12 mins,20 mins,1 hour 53 mins,36 mins,28 mins,17 mins,8.6 km,8.2 km,15.8 km,8.9 km,9.3 km
t1754,7 mins,5 mins,13 mins,1 hour 12 mins,33 mins,17 mins,12 mins,5.9 km,5.2 km,7.7 km,5.4 km,5.8 km
t1755,7 mins,3 mins,22 mins,1 hour 27 mins,47 mins,22 mins,21 mins,8.6 km,6.3 km,8.7 km,6.7 km,8.2 km
t1756,2 mins,3 mins,11 mins,50 mins,21 mins,13 mins,12 mins,4.4 km,3.6 km,4.7 km,3.8 km,4.0 km
t1757,7 mins,2 mins,19 mins,1 hour 25 mins,37 mins,21 mins,19 mins,8.3 km,6.2 km,8.7 km,6.6 km,8.3 km
t1758,2 mins,8 mins,10 mins,57 mins,22 mins,15 mins,13 mins,4.3 km,4.2 km,4.5 km,4.2 km,4.8 km
t1759,7 mins,9 mins,21 mins,1 hour 36 mins,52 mins,24 mins,21 mins,8.5 km,6.9 km,16.7 km,7.4 km,9.8 km
t1760,2 mins,5 mins,8 mins,43 mins,15 mins,13 mins,8 mins,3.4 km,3.1 km,3.4 km,3.5 km,3.2 km
t1761,2 mins,8 mins,5 mins,34 mins,20 mins,9 mins,10 mins,1.9 km,2.5 km,4.5 km,2.3 km,2.9 km
t1762,2 mins,8 mins,20 mins,1 hour 39 mins,37 mins,25 mins,21 mins,9.0 km,7.2 km,10.5 km,7.7 km,9.0 km
t1763,7 mins,6 mins,20 mins,1 hour 25 mins,37 mins,21 mins,19 mins,7.2 km,6.2 km,8.7 km,6.6 km,8.3 km
t1764,7 mins,3 mins,6 mins,37 mins,12 mins,8 mins,6 mins,2.2 km,2.6 km,2.7 km,2.3 km,2.3 km
t1765,2 mins,7 mins,21 mins,1 hour 46 mins,35 mins,28 mins,23 mins,7.9 km,7.7 km,9.3 km,8.4 km,10.1 km
t1766,7 mins,5 mins,12 mins,57 mins,23 mins,14 mins,12 mins,4.3 km,4.2 km,5.5 km,4.2 km,4.2 km
t1767,7 mins,11 mins,11 mins,37 mins,23 mins,9 mins,9 mins,5.0 km,2.7 km,3.0 km,2.5 km,3.8 km
t1768,7 mins,4 mins,11 mins,59 mins,38 mins,15 mins,12 mins,4.5 km,4.3 km,10.2 km,4.6 km,4.7 km
t1769,7 mins,7 mins,14 mins,1 hour 20 mins,34 mins,19 mins,19 mins,5.8 km,5.8 km,8.2 km,6.4 km,6.9 km
t1770,2 mins,13 mins,15 mins,1 hour 15 mins,30 mins,18 mins,15 mins,5.7 km,5.5 km,7.8 km,5.8 km,5.8 km
t1771,7 mins,4 mins,20 mins,1 hour 39 mins,32 mins,25 mins,21 mins,8.1 km,7.2 km,9.4 km,8.5 km,8.6 km
t1772,2 mins,8 mins,18 mins,1 hour 14 mins,26 mins,20 mins,18 mins,6.5 km,5.4 km,6.4 km,5.7 km,5.9 km
t1773,7 mins,6 mins,18 mins,1 hour 4 mins,25 mins,17 mins,17 mins,6.0 km,4.7 km,5.3 km,4.9 km,5.9 km
t1774,2 mins,6 mins,14 mins,1 hour 1 min,27 mins,16 mins,13 mins,4.7 km,4.4 km,5.2 km,4.7 km,4.7 km
t1775,2 mins,4 mins,8 mins,37 mins,14 mins,10 mins,8 mins,3.0 km,2.7 km,2.8 km,3.0 km,3.0 km
t1776,2 mins,5 mins,6 mins,15 mins,11 mins,3 mins,3 mins,1.7 km,1.1 km,1.3 km,1.1 km,1.2 km
t1777,7 mins,7 mins,25 mins,2 hours 6 mins,36 mins,31 mins,24 mins,9.9 km,9.1 km,13.4 km,9.3 km,9.7 km
t1778,7 mins,7 mins,13 mins,1 hour 5 mins,19 mins,17 mins,15 mins,4.5 km,4.7 km,5.9 km,5.1 km,5.2 km
t1779,7 mins,7 mins,5 mins,7 mins,7 mins,2 mins,3 mins,1.1 km,0.5 km,0.5 km,0.6 km,0.5 km
t1780,2 mins,10 mins,19 mins,1 hour 36 mins,34 mins,24 mins,22 mins,7.2 km,6.9 km,12.0 km,7.1 km,7.7 km
t1781,2 mins,5 mins,17 mins,1 hour 15 mins,28 mins,18 mins,17 mins,6.0 km,5.5 km,6.9 km,5.8 km,5.6 km
t1782,6 mins,3 mins,25 mins,1 hour 41 mins,33 mins,25 mins,23 mins,8.3 km,7.3 km,8.0 km,7.6 km,8.2 km
t1783,7 mins,6 mins,16 mins,1 hour 20 mins,28 mins,20 mins,16 mins,6.0 km,5.7 km,5.9 km,6.8 km,7.0 km
t1784,7 mins,7 mins,16 mins,1 hour 10 mins,23 mins,16 mins,14 mins,5.3 km,5.1 km,5.7 km,5.4 km,5.5 km
t1785,5 mins,6 mins,22 mins,1 hour 56 mins,32 mins,28 mins,22 mins,9.3 km,8.4 km,9.9 km,8.6 km,9.8 km
t1786,8 mins,5 mins,24 mins,1 hour 44 mins,35 mins,27 mins,20 mins,8.8 km,7.6 km,8.7 km,8.7 km,9.1 km
t1787,4 mins,11 mins,9 mins,47 mins,29 mins,17 mins,10 mins,2.8 km,3.4 km,4.4 km,3.9 km,3.7 km
t1788,4 mins,5 mins,20 mins,1 hour 34 mins,42 mins,20 mins,20 mins,7.8 km,6.9 km,8.2 km,6.9 km,8.4 km
t1789,5 mins,2 mins,26 mins,1 hour 56 mins,37 mins,28 mins,24 mins,9.1 km,8.4 km,9.1 km,8.9 km,8.6 km
t1790,6 mins,4 mins,13 mins,1 hour 1 min,19 mins,14 mins,10 mins,4.7 km,4.3 km,4.6 km,4.4 km,4.4 km
t1791,7 mins,7 mins,21 mins,1 hour 38 mins,33 mins,24 mins,20 mins,7.2 km,7.1 km,8.0 km,7.7 km,7.5 km
t1792,6 mins,2 mins,14 mins,1 hour 5 mins,28 mins,19 mins,14 mins,4.9 km,4.7 km,6.6 km,5.3 km,5.1 km
t1793,7 mins,7 mins,25 mins,1 hour 50 mins,36 mins,25 mins,19 mins,8.9 km,8.0 km,9.0 km,8.5 km,8.8 km
t1794,6 mins,4 mins,11 mins,48 mins,27 mins,15 mins,10 mins,4.4 km,3.5 km,5.4 km,4.7 km,4.5 km
t1795,4 mins,5 mins,17 mins,1 hour 15 mins,30 mins,19 mins,15 mins,5.8 km,5.5 km,6.9 km,5.7 km,5.7 km
t1796,6 mins,4 mins,27 mins,2 hours 13 mins,44 mins,31 mins,25 mins,10.4 km,9.6 km,11.6 km,10.6 km,11.4 km
t1797,5 mins,9 mins,14 mins,1 hour 2 mins,27 mins,15 mins,14 mins,5.0 km,4.5 km,4.8 km,4.8 km,4.9 km
t1798,6 mins,10 mins,13 mins,1 hour 6 mins,25 mins,14 mins,12 mins,4.4 km,4.8 km,5.3 km,4.9 km,4.9 km
t1799,7 mins,6 mins,23 mins,1 hour 59 mins,37 mins,28 mins,21 mins,8.8 km,8.5 km,9.4 km,8.9 km,9.4 km
t1800,5 mins,5 mins,11 mins,44 mins,16 mins,12 mins,8 mins,4.2 km,3.2 km,3.1 km,3.5 km,3.6 km
t1801,4 mins,6 mins,26 mins,2 hours 22 mins,46 mins,34 mins,25 mins,10.4 km,10.2 km,15.5 km,10.8 km,11.0 km
t1802,5 mins,5 mins,18 mins,1 hour 24 mins,31 mins,20 mins,18 mins,6.7 km,6.2 km,6.8 km,6.2 km,6.5 km
t1803,4 mins,3 mins,15 mins,1 hour 15 mins,32 mins,18 mins,14 mins,5.6 km,5.4 km,6.9 km,5.4 km,5.6 km
t1804,3 mins,1 min,13 mins,1 hour 7 mins,30 mins,20 mins,13 mins,5.1 km,4.8 km,6.5 km,6.1 km,5.0 km
t1805,4 mins,3 mins,21 mins,1 hour 37 mins,29 mins,27 mins,20 mins,9.8 km,7.0 km,10.9 km,8.2 km,9.2 km
t1806,3 mins,1 min,21 mins,1 hour 41 mins,33 mins,25 mins,20 mins,9.7 km,7.3 km,11.2 km,7.6 km,9.5 km
t1807,4 mins,8 mins,13 mins,45 mins,13 mins,12 mins,10 mins,5.6 km,3.3 km,3.2 km,3.7 km,3.7 km
t1808,3 mins,13 mins,22 mins,2 hours 37 mins,33 mins,39 mins,20 mins,22.7 km,11.5 km,13.5 km,12.3 km,22.2 km
t1809,3 mins,5 mins,19 mins,1 hour 38 mins,31 mins,26 mins,17 mins,8.6 km,7.1 km,9.3 km,7.9 km,8.0 km
t1810,2 mins,8 mins,19 mins,1 hour 39 mins,19 mins,25 mins,19 mins,8.2 km,7.2 km,7.7 km,7.5 km,8.1 km
t1811,4 mins,3 mins,20 mins,1 hour 30 mins,14 mins,24 mins,20 mins,8.8 km,6.5 km,6.8 km,6.9 km,8.6 km
t1812,2 mins,7 mins,19 mins,1 hour 34 mins,26 mins,24 mins,18 mins,8.6 km,6.8 km,9.0 km,7.5 km,7.6 km
t1813,4 mins,4 mins,5 mins,14 mins,8 mins,4 mins,4 mins,1.4 km,1.0 km,1.2 km,1.0 km,1.0 km
t1814,2 mins,6 mins,22 mins,2 hours 0 mins,20 mins,30 mins,22 mins,9.6 km,8.7 km,9.2 km,8.6 km,9.2 km
t1815,4 mins,4 mins,21 mins,1 hour 57 mins,19 mins,28 mins,21 mins,9.8 km,8.4 km,9.1 km,8.3 km,9.2 km
t1816,4 mins,3 mins,12 mins,51 mins,17 mins,14 mins,12 mins,4.6 km,3.7 km,4.1 km,4.2 km,4.6 km
t1817,3 mins,6 mins,17 mins,1 hour 54 mins,34 mins,28 mins,18 mins,8.2 km,8.2 km,9.7 km,8.5 km,8.5 km
t1818,2 mins,7 mins,13 mins,1 hour 0 mins,20 mins,17 mins,15 mins,4.9 km,4.3 km,4.3 km,4.9 km,5.4 km
t1819,2 mins,4 mins,10 mins,47 mins,11 mins,11 mins,10 mins,3.5 km,3.4 km,3.0 km,3.4 km,3.6 km
t1820,4 mins,5 mins,14 mins,55 mins,22 mins,16 mins,11 mins,4.8 km,4.0 km,6.4 km,4.7 km,4.7 km
t1821,3 mins,4 mins,12 mins,53 mins,19 mins,14 mins,11 mins,4.7 km,3.8 km,4.7 km,4.4 km,4.1 km
t1822,3 mins,6 mins,9 mins,28 mins,21 mins,9 mins,6 mins,2.8 km,2.0 km,4.3 km,2.4 km,2.0 km
t1823,3 mins,5 mins,21 mins,1 hour 32 mins,35 mins,27 mins,19 mins,9.0 km,6.7 km,10.4 km,8.0 km,8.3 km
t1824,4 mins,7 mins,23 mins,1 hour 42 mins,31 mins,25 mins,20 mins,9.9 km,7.5 km,10.1 km,7.6 km,8.9 km
t1825,4 mins,7 mins,10 mins,52 mins,25 mins,14 mins,10 mins,4.2 km,3.8 km,4.3 km,4.3 km,4.3 km
t1826,4 mins,5 mins,15 mins,1 hour 19 mins,26 mins,21 mins,16 mins,6.2 km,5.6 km,6.1 km,6.5 km,5.9 km
t1827,4 mins,10 mins,11 mins,1 hour 5 mins,27 mins,18 mins,14 mins,4.3 km,4.7 km,5.0 km,5.6 km,4.9 km
t1828,4 mins,5 mins,24 mins,2 hours 1 min,25 mins,29 mins,23 mins,10.1 km,8.8 km,9.8 km,8.8 km,9.9 km
t1829,4 mins,13 mins,22 mins,1 hour 44 mins,31 mins,28 mins,23 mins,9.4 km,7.6 km,8.3 km,8.2 km,9.6 km
t1830,4 mins,1 min,20 mins,1 hour 53 mins,34 mins,29 mins,19 mins,8.3 km,8.1 km,8.8 km,8.2 km,8.1 km
t1831,4 mins,5 mins,13 mins,1 hour 13 mins,25 mins,19 mins,13 mins,5.6 km,5.2 km,6.0 km,5.7 km,5.4 km
t1832,4 mins,3 mins,5 mins,25 mins,16 mins,7 mins,5 mins,2.0 km,1.8 km,2.4 km,1.9 km,1.9 km
t1833,4 mins,6 mins,11 mins,50 mins,16 mins,13 mins,10 mins,4.6 km,3.6 km,3.9 km,3.7 km,3.7 km
t1834,4 mins,1 min,6 mins,25 mins,16 mins,7 mins,5 mins,2.2 km,1.8 km,2.4 km,1.9 km,1.9 km
t1835,4 mins,6 mins,12 mins,42 mins,23 mins,11 mins,8 mins,4.0 km,2.9 km,5.0 km,2.9 km,3.1 km
t1836,4 mins,5 mins,20 mins,1 hour 53 mins,41 mins,29 mins,24 mins,9.1 km,8.2 km,11.4 km,8.8 km,10.0 km
t1837,4 mins,7 mins,27 mins,2 hours 0 mins,33 mins,30 mins,28 mins,11.0 km,8.7 km,10.0 km,9.1 km,11.4 km
t1838,3 mins,13 mins,17 mins,1 hour 33 mins,33 mins,26 mins,18 mins,7.3 km,6.7 km,8.2 km,7.6 km,8.0 km
t1839,3 mins,3 mins,12 mins,1 hour 12 mins,34 mins,19 mins,13 mins,5.6 km,5.2 km,8.8 km,5.5 km,5.9 km
t1840,7 mins,7 mins,7 mins,46 mins,18 mins,10 mins,6 mins,2.8 km,3.3 km,4.0 km,3.0 km,3.0 km
t1841,9 mins,5 mins,17 mins,1 hour 8 mins,23 mins,17 mins,13 mins,7.3 km,5.0 km,4.9 km,5.1 km,5.8 km
t1842,3 mins,6 mins,11 mins,54 mins,28 mins,14 mins,11 mins,5.2 km,4.0 km,5.3 km,4.4 km,4.9 km
t1843,7 mins,3 mins,10 mins,36 mins,16 mins,11 mins,10 mins,4.4 km,2.6 km,2.9 km,3.4 km,3.8 km
t1844,7 mins,1 min,10 mins,45 mins,22 mins,16 mins,11 mins,3.6 km,3.2 km,5.6 km,4.9 km,3.8 km
t1845,7 mins,8 mins,11 mins,59 mins,21 mins,16 mins,11 mins,5.1 km,4.3 km,4.3 km,4.7 km,5.3 km
t1846,3 mins,7 mins,13 mins,1 hour 3 mins,30 mins,16 mins,14 mins,4.2 km,4.6 km,5.9 km,4.9 km,6.0 km
t1847,3 mins,8 mins,9 mins,42 mins,15 mins,11 mins,8 mins,3.1 km,3.0 km,3.7 km,3.4 km,3.1 km
t1848,9 mins,5 mins,7 mins,35 mins,20 mins,9 mins,7 mins,3.2 km,2.6 km,3.1 km,2.8 km,3.0 km
t1849,9 mins,6 mins,7 mins,26 mins,17 mins,7 mins,7 mins,2.5 km,1.9 km,2.3 km,2.1 km,2.7 km
t1850,9 mins,3 mins,12 mins,50 mins,22 mins,13 mins,11 mins,4.7 km,3.7 km,4.0 km,3.9 km,4.2 km
t1851,3 mins,4 mins,13 mins,1 hour 22 mins,36 mins,22 mins,15 mins,6.1 km,5.9 km,7.4 km,6.5 km,6.4 km
t1852,7 mins,4 mins,17 mins,1 hour 28 mins,38 mins,27 mins,19 mins,9.3 km,6.4 km,10.2 km,7.7 km,9.5 km
t1853,3 mins,3 mins,19 mins,1 hour 30 mins,42 mins,26 mins,20 mins,8.6 km,6.5 km,9.0 km,8.2 km,8.5 km
t1854,3 mins,5 mins,17 mins,1 hour 34 mins,34 mins,23 mins,16 mins,7.9 km,6.9 km,10.1 km,6.9 km,7.5 km
t1855,7 mins,8 mins,14 mins,57 mins,28 mins,17 mins,15 mins,6.3 km,4.1 km,5.8 km,4.9 km,6.5 km
t1856,7 mins,4 mins,17 mins,1 hour 32 mins,36 mins,23 mins,17 mins,7.7 km,6.7 km,7.8 km,6.7 km,7.4 km
t1857,4 mins,6 mins,14 mins,53 mins,20 mins,15 mins,12 mins,4.8 km,3.9 km,5.4 km,4.3 km,4.3 km
t1858,3 mins,10 mins,12 mins,51 mins,24 mins,13 mins,11 mins,5.4 km,3.7 km,4.2 km,3.8 km,3.8 km
t1859,7 mins,2 mins,14 mins,1 hour 14 mins,33 mins,19 mins,14 mins,5.8 km,5.3 km,5.8 km,5.5 km,5.6 km
t1860,7 mins,11 mins,13 mins,44 mins,21 mins,12 mins,10 mins,4.3 km,3.2 km,4.6 km,3.6 km,3.7 km
t1861,6 mins,3 mins,21 mins,1 hour 38 mins,36 mins,27 mins,20 mins,8.6 km,7.1 km,9.4 km,8.0 km,8.1 km
t1862,6 mins,3 mins,18 mins,1 hour 21 mins,32 mins,21 mins,19 mins,7.7 km,5.9 km,7.2 km,6.2 km,7.6 km
t1863,3 mins,3 mins,22 mins,1 hour 48 mins,38 mins,29 mins,21 mins,9.9 km,7.8 km,9.0 km,8.9 km,9.7 km
t1864,6 mins,3 mins,4 mins,14 mins,7 mins,4 mins,3 mins,1.6 km,1.1 km,1.2 km,1.1 km,1.1 km
t1865,3 mins,4 mins,17 mins,1 hour 11 mins,30 mins,19 mins,14 mins,5.8 km,5.1 km,6.6 km,5.4 km,5.1 km
t1866,6 mins,7 mins,17 mins,1 hour 13 mins,34 mins,20 mins,16 mins,6.7 km,5.3 km,6.9 km,5.4 km,6.5 km
t1867,6 mins,2 mins,25 mins,2 hours 27 mins,33 mins,37 mins,25 mins,11.4 km,10.7 km,11.6 km,11.0 km,11.2 km
t1868,7 mins,7 mins,24 mins,2 hours 47 mins,40 mins,43 mins,23 mins,22.9 km,12.3 km,15.0 km,13.5 km,23.1 km
t1869,3 mins,6 mins,14 mins,1 hour 5 mins,24 mins,17 mins,13 mins,5.7 km,4.7 km,5.2 km,4.8 km,4.8 km
t1870,6 mins,4 mins,25 mins,2 hours 27 mins,38 mins,38 mins,25 mins,11.8 km,10.7 km,12.7 km,11.0 km,11.5 km
t1871,3 mins,8 mins,22 mins,2 hours 13 mins,33 mins,32 mins,23 mins,9.8 km,9.6 km,10.5 km,9.5 km,10.0 km
t1872,7 mins,6 mins,7 mins,27 mins,8 mins,8 mins,5 mins,2.7 km,1.9 km,2.2 km,1.9 km,1.9 km
t1873,6 mins,6 mins,13 mins,1 hour 1 min,27 mins,17 mins,13 mins,5.1 km,4.4 km,5.3 km,4.5 km,4.6 km
t1874,6 mins,3 mins,8 mins,40 mins,12 mins,10 mins,8 mins,2.7 km,2.9 km,3.0 km,3.0 km,3.0 km
t1875,6 mins,5 mins,15 mins,1 hour 4 mins,23 mins,20 mins,16 mins,5.2 km,4.6 km,7.6 km,5.7 km,5.8 km
t1876,6 mins,1 min,7 mins,47 mins,17 mins,12 mins,9 mins,3.0 km,3.4 km,4.9 km,3.4 km,3.6 km
t1877,6 mins,3 mins,21 mins,1 hour 49 mins,28 mins,30 mins,21 mins,8.3 km,7.8 km,10.0 km,8.3 km,8.8 km
t1878,6 mins,6 mins,14 mins,1 hour 6 mins,24 mins,16 mins,13 mins,4.6 km,4.8 km,8.8 km,4.6 km,4.6 km
t1879,6 mins,8 mins,11 mins,49 mins,14 mins,12 mins,10 mins,3.7 km,3.6 km,3.7 km,3.7 km,3.7 km
t1880,6 mins,8 mins,8 mins,39 mins,20 mins,11 mins,11 mins,3.3 km,2.8 km,3.0 km,2.9 km,3.3 km
t1881,6 mins,7 mins,20 mins,1 hour 41 mins,35 mins,25 mins,22 mins,8.7 km,7.3 km,7.9 km,7.8 km,7.6 km
t1882,6 mins,6 mins,5 mins,35 mins,16 mins,10 mins,8 mins,2.2 km,2.5 km,3.2 km,2.5 km,2.6 km
t1883,6 mins,3 mins,14 mins,1 hour 8 mins,34 mins,19 mins,14 mins,5.2 km,4.9 km,9.1 km,5.3 km,6.0 km
t1884,6 mins,5 mins,14 mins,57 mins,24 mins,15 mins,13 mins,4.7 km,4.1 km,5.7 km,4.3 km,4.2 km
t1885,6 mins,3 mins,9 mins,40 mins,21 mins,10 mins,9 mins,3.6 km,2.9 km,3.8 km,2.9 km,3.1 km
t1886,6 mins,2 mins,11 mins,55 mins,17 mins,15 mins,13 mins,4.3 km,4.0 km,4.7 km,4.0 km,4.1 km
t1887,6 mins,1 min,11 mins,46 mins,30 mins,11 mins,9 mins,4.0 km,3.3 km,6.9 km,3.5 km,3.6 km
t1888,6 mins,7 mins,3 mins,19 mins,12 mins,7 mins,4 mins,0.8 km,1.3 km,1.4 km,1.6 km,1.3 km
t1889,6 mins,4 mins,11 mins,45 mins,21 mins,12 mins,12 mins,3.2 km,3.2 km,3.6 km,3.4 km,3.5 km
t1890,6 mins,4 mins,12 mins,48 mins,25 mins,13 mins,13 mins,3.6 km,3.5 km,3.9 km,3.7 km,3.8 km
t1891,6 mins,6 mins,12 mins,46 mins,24 mins,14 mins,12 mins,3.4 km,3.3 km,4.2 km,3.7 km,4.4 km
t1892,6 mins,6 mins,7 mins,22 mins,13 mins,7 mins,7 mins,1.8 km,1.6 km,2.0 km,1.9 km,1.9 km
t1893,6 mins,7 mins,7 mins,25 mins,19 mins,7 mins,7 mins,2.2 km,1.8 km,2.3 km,2.1 km,2.3 km
t1894,6 mins,8 mins,9 mins,22 mins,14 mins,5 mins,6 mins,2.1 km,1.6 km,2.4 km,1.7 km,2.1 km
t1895,6 mins,4 mins,12 mins,1 hour 5 mins,34 mins,15 mins,13 mins,4.5 km,4.7 km,5.6 km,4.8 km,4.9 km
t1896,6 mins,5 mins,17 mins,1 hour 20 mins,36 mins,22 mins,19 mins,6.0 km,5.7 km,9.7 km,6.7 km,6.4 km
t1897,6 mins,6 mins,9 mins,40 mins,21 mins,11 mins,10 mins,2.9 km,2.9 km,4.1 km,3.4 km,3.4 km
t1898,6 mins,5 mins,16 mins,1 hour 14 mins,34 mins,20 mins,15 mins,5.7 km,5.4 km,6.4 km,5.9 km,6.2 km
t1899,6 mins,3 mins,13 mins,43 mins,28 mins,12 mins,11 mins,4.6 km,3.1 km,5.2 km,3.4 km,4.3 km
t1900,6 mins,8 mins,11 mins,40 mins,18 mins,11 mins,10 mins,3.2 km,2.8 km,3.8 km,2.8 km,3.6 km
t1901,6 mins,6 mins,9 mins,47 mins,19 mins,12 mins,10 mins,3.1 km,3.4 km,4.8 km,3.4 km,3.4 km
t1902,7 mins,7 mins,7 mins,20 mins,13 mins,6 mins,8 mins,1.8 km,1.4 km,1.7 km,1.5 km,2.2 km
t1903,7 mins,12 mins,17 mins,1 hour 33 mins,20 mins,25 mins,18 mins,7.1 km,6.7 km,8.1 km,7.3 km,8.8 km
t1904,6 mins,3 mins,12 mins,54 mins,17 mins,13 mins,12 mins,4.3 km,3.9 km,6.7 km,3.9 km,4.1 km
t1905,7 mins,5 mins,10 mins,32 mins,13 mins,8 mins,7 mins,3.2 km,2.3 km,2.2 km,2.3 km,2.3 km
t1906,6 mins,9 mins,9 mins,21 mins,14 mins,5 mins,6 mins,2.5 km,1.5 km,1.6 km,1.6 km,1.7 km
t1907,6 mins,3 mins,11 mins,40 mins,19 mins,10 mins,8 mins,3.8 km,2.8 km,4.4 km,3.1 km,3.3 km
t1908,7 mins,6 mins,15 mins,1 hour 24 mins,34 mins,25 mins,17 mins,7.0 km,6.0 km,7.4 km,6.8 km,7.1 km
t1909,7 mins,6 mins,10 mins,21 mins,13 mins,6 mins,9 mins,2.7 km,1.5 km,2.2 km,1.6 km,2.2 km
t1910,6 mins,1 min,11 mins,33 mins,15 mins,10 mins,8 mins,3.4 km,2.5 km,3.4 km,2.8 km,2.9 km
t1911,7 mins,3 mins,16 mins,1 hour 21 mins,29 mins,20 mins,18 mins,6.9 km,5.9 km,9.5 km,6.0 km,6.6 km
t1912,7 mins,10 mins,6 mins,34 mins,19 mins,10 mins,9 mins,2.0 km,2.5 km,4.8 km,2.9 km,2.9 km
t1913,7 mins,6 mins,7 mins,29 mins,14 mins,7 mins,11 mins,2.2 km,2.1 km,2.3 km,2.2 km,3.1 km
