css_o,css_d,distance,duration
CS82,CS81,0.9 km,3 mins
CS82,CS83,1.0 km,4 mins
CS82,CS84,1.8 km,6 mins
CS82,CS85,3.0 km,9 mins
CS82,CS86,0.5 km,2 mins
CS82,CS87,2.6 km,7 mins
CS82,CS88,4.7 km,13 mins
CS82,CS89,4.8 km,11 mins
CS82,CS90,5.2 km,14 mins
CS82,CS91,5.9 km,14 mins
CS82,CS92,2.6 km,7 mins
CS82,CS93,4.1 km,10 mins
CS82,CS94,4.8 km,14 mins
CS82,CS95,3.4 km,10 mins
CS82,CS96,2.5 km,7 mins
CS82,CS97,4.0 km,11 mins
CS82,CS98,2.9 km,8 mins
CS82,CS99,3.5 km,10 mins
CS83,CS0,7.1 km,19 mins
CS83,CS1,8.0 km,17 mins
CS83,CS2,8.1 km,20 mins
CS83,CS3,9.5 km,21 mins
CS83,CS4,10.5 km,22 mins
CS83,CS5,6.7 km,17 mins
CS83,CS6,7.3 km,19 mins
CS83,CS7,7.8 km,20 mins
CS83,CS8,8.9 km,21 mins
CS83,CS9,8.7 km,19 mins
CS83,CS10,7.4 km,18 mins
CS83,CS11,6.7 km,19 mins
CS83,CS12,7.0 km,19 mins
CS83,CS13,5.4 km,15 mins
CS83,CS14,7.9 km,20 mins
CS83,CS15,6.1 km,17 mins
CS83,CS16,8.1 km,22 mins
CS83,CS17,6.5 km,18 mins
CS83,CS18,6.4 km,17 mins
CS83,CS19,7.3 km,20 mins
CS83,CS20,5.2 km,14 mins
CS83,CS21,6.5 km,17 mins
CS83,CS22,5.6 km,16 mins
CS83,CS23,7.1 km,21 mins
CS83,CS24,7.1 km,20 mins
CS83,CS25,5.2 km,15 mins
CS83,CS26,2.4 km,6 mins
CS83,CS27,3.2 km,10 mins
CS83,CS28,4.3 km,12 mins
CS83,CS29,3.3 km,10 mins
CS83,CS30,4.0 km,11 mins
CS83,CS31,3.2 km,10 mins
CS83,CS32,2.9 km,8 mins
CS83,CS33,3.3 km,9 mins
CS83,CS34,1.7 km,5 mins
CS83,CS35,3.2 km,10 mins
CS83,CS36,3.8 km,11 mins
CS83,CS37,3.0 km,8 mins
CS83,CS38,3.6 km,11 mins
CS83,CS39,2.2 km,6 mins
CS83,CS40,7.6 km,22 mins
CS83,CS41,9.5 km,25 mins
CS83,CS42,9.9 km,25 mins
CS83,CS43,8.4 km,18 mins
CS83,CS44,8.0 km,18 mins
CS83,CS45,6.1 km,16 mins
CS83,CS46,7.8 km,17 mins
CS83,CS47,6.4 km,16 mins
CS83,CS48,6.3 km,16 mins
CS83,CS49,8.8 km,25 mins
CS83,CS50,8.9 km,25 mins
CS83,CS51,5.1 km,15 mins
CS83,CS52,5.4 km,15 mins
CS83,CS53,4.6 km,14 mins
CS83,CS54,5.7 km,17 mins
CS83,CS55,5.7 km,17 mins
CS83,CS56,4.5 km,14 mins
CS83,CS57,5.9 km,19 mins
CS83,CS58,5.9 km,17 mins
CS83,CS59,6.3 km,19 mins
CS83,CS60,6.6 km,19 mins
CS83,CS61,5.2 km,15 mins
CS83,CS62,5.8 km,17 mins
CS83,CS63,7.8 km,17 mins
CS83,CS64,9.8 km,19 mins
CS83,CS65,7.5 km,22 mins
CS83,CS66,8.0 km,24 mins
CS83,CS67,7.2 km,21 mins
CS83,CS68,6.7 km,19 mins
CS83,CS69,8.9 km,23 mins
CS83,CS70,8.2 km,23 mins
CS83,CS71,6.7 km,19 mins
CS83,CS72,8.1 km,24 mins
CS83,CS73,6.8 km,20 mins
CS83,CS74,7.9 km,23 mins
CS83,CS75,8.2 km,23 mins
CS83,CS76,3.1 km,9 mins
CS83,CS77,5.0 km,12 mins
CS83,CS78,3.0 km,8 mins
CS83,CS79,1.1 km,5 mins
CS83,CS80,2.1 km,7 mins
CS83,CS81,0.8 km,4 mins
CS83,CS82,1.1 km,4 mins
CS83,CS84,1.7 km,6 mins
CS83,CS85,3.7 km,8 mins
CS83,CS86,0.8 km,3 mins
CS83,CS87,1.9 km,6 mins
CS83,CS88,5.6 km,13 mins
CS83,CS89,4.9 km,11 mins
CS83,CS90,5.2 km,14 mins
CS83,CS91,6.0 km,14 mins
CS83,CS92,2.9 km,8 mins
CS83,CS93,4.5 km,12 mins
CS83,CS94,5.1 km,15 mins
CS83,CS95,3.7 km,12 mins
CS83,CS96,2.9 km,9 mins
CS83,CS97,4.3 km,12 mins
CS83,CS98,3.3 km,10 mins
CS83,CS99,3.8 km,11 mins
CS84,CS0,7.9 km,22 mins
CS84,CS1,8.8 km,20 mins
CS84,CS2,8.8 km,23 mins
CS84,CS3,10.3 km,24 mins
CS84,CS4,11.2 km,25 mins
CS84,CS5,7.5 km,20 mins
CS84,CS6,8.1 km,21 mins
CS84,CS7,8.5 km,23 mins
CS84,CS8,9.7 km,24 mins
CS84,CS9,9.5 km,22 mins
CS84,CS10,8.2 km,21 mins
CS84,CS11,8.2 km,19 mins
CS84,CS12,7.6 km,17 mins
CS84,CS13,5.2 km,13 mins
CS84,CS14,8.0 km,18 mins
CS84,CS15,5.7 km,14 mins
CS84,CS16,8.9 km,25 mins
CS84,CS17,7.2 km,21 mins
CS84,CS18,7.2 km,20 mins
CS84,CS19,8.1 km,23 mins
CS84,CS20,6.0 km,17 mins
CS84,CS21,7.3 km,20 mins
CS84,CS22,6.4 km,19 mins
CS84,CS23,7.5 km,22 mins
CS84,CS24,7.5 km,21 mins
CS84,CS25,5.6 km,16 mins
CS84,CS26,2.8 km,7 mins
CS84,CS27,3.9 km,11 mins
CS84,CS28,3.2 km,10 mins
CS84,CS29,4.0 km,11 mins
CS84,CS30,4.0 km,11 mins
CS84,CS31,3.9 km,11 mins
CS84,CS32,3.2 km,10 mins
CS84,CS33,2.2 km,6 mins
CS84,CS34,2.3 km,8 mins
CS84,CS35,3.9 km,11 mins
CS84,CS36,4.1 km,12 mins
CS84,CS37,1.9 km,6 mins
CS84,CS38,4.2 km,13 mins
CS84,CS39,2.5 km,7 mins
CS84,CS40,8.0 km,23 mins
CS84,CS41,10.3 km,24 mins
CS84,CS42,10.7 km,23 mins
CS84,CS43,9.2 km,21 mins
CS84,CS44,8.8 km,21 mins
CS84,CS45,6.9 km,19 mins
CS84,CS46,8.5 km,20 mins
CS84,CS47,7.2 km,19 mins
CS84,CS48,7.1 km,19 mins
CS84,CS49,13.4 km,27 mins
CS84,CS50,13.4 km,27 mins
CS84,CS51,6.3 km,15 mins
CS84,CS52,5.7 km,17 mins
CS84,CS53,5.1 km,12 mins
CS84,CS54,6.0 km,18 mins
CS84,CS55,6.3 km,18 mins
CS84,CS56,5.2 km,15 mins
CS84,CS57,6.5 km,21 mins
CS84,CS58,6.2 km,18 mins
CS84,CS59,6.8 km,21 mins
CS84,CS60,7.3 km,20 mins
CS84,CS61,5.5 km,17 mins
CS84,CS62,6.1 km,18 mins
CS84,CS63,8.6 km,20 mins
CS84,CS64,10.6 km,22 mins
CS84,CS65,8.0 km,23 mins
CS84,CS66,8.6 km,24 mins
CS84,CS67,10.3 km,24 mins
CS84,CS68,10.1 km,22 mins
CS84,CS69,8.8 km,24 mins
CS84,CS70,8.9 km,24 mins
CS84,CS71,7.1 km,20 mins
CS84,CS72,9.0 km,25 mins
CS84,CS73,10.0 km,22 mins
CS84,CS74,8.6 km,24 mins
CS84,CS75,8.9 km,24 mins
CS84,CS76,3.9 km,12 mins
CS84,CS77,5.8 km,15 mins
CS84,CS78,3.8 km,11 mins
CS84,CS79,1.4 km,6 mins
CS84,CS80,2.9 km,10 mins
CS84,CS81,1.4 km,6 mins
CS84,CS82,1.9 km,7 mins
CS84,CS83,1.9 km,7 mins
CS84,CS85,1.7 km,5 mins
CS84,CS86,1.6 km,6 mins
CS84,CS87,4.1 km,10 mins
CS84,CS88,3.6 km,10 mins
CS84,CS89,2.9 km,8 mins
CS84,CS90,4.4 km,12 mins
CS84,CS91,4.0 km,11 mins
CS84,CS92,3.3 km,9 mins
CS84,CS93,5.2 km,15 mins
CS84,CS94,5.5 km,16 mins
CS84,CS95,4.6 km,14 mins
CS84,CS96,3.7 km,12 mins
CS84,CS97,4.7 km,13 mins
CS84,CS98,4.2 km,12 mins
CS84,CS99,4.3 km,12 mins
CS85,CS0,8.3 km,23 mins
CS85,CS1,10.7 km,21 mins
CS85,CS2,9.3 km,24 mins
CS85,CS3,12.2 km,25 mins
CS85,CS4,9.9 km,26 mins
CS85,CS5,7.9 km,20 mins
CS85,CS6,8.5 km,22 mins
CS85,CS7,9.0 km,24 mins
CS85,CS8,10.1 km,25 mins
CS85,CS9,11.4 km,23 mins
CS85,CS10,8.6 km,22 mins
CS85,CS11,6.8 km,15 mins
CS85,CS12,6.2 km,14 mins
CS85,CS13,4.0 km,9 mins
CS85,CS14,5.1 km,14 mins
CS85,CS15,4.4 km,11 mins
CS85,CS16,9.3 km,25 mins
CS85,CS17,7.7 km,21 mins
CS85,CS18,7.6 km,21 mins
CS85,CS19,8.4 km,23 mins
CS85,CS20,6.4 km,17 mins
CS85,CS21,8.1 km,22 mins
CS85,CS22,6.8 km,20 mins
CS85,CS23,7.9 km,21 mins
CS85,CS24,7.9 km,21 mins
CS85,CS25,6.0 km,16 mins
CS85,CS26,3.2 km,7 mins
CS85,CS27,4.3 km,10 mins
CS85,CS28,2.9 km,8 mins
CS85,CS29,4.4 km,11 mins
CS85,CS30,3.8 km,9 mins
CS85,CS31,4.3 km,10 mins
CS85,CS32,3.5 km,9 mins
CS85,CS33,1.9 km,5 mins
CS85,CS34,3.4 km,8 mins
CS85,CS35,4.3 km,10 mins
CS85,CS36,4.3 km,12 mins
CS85,CS37,1.7 km,4 mins
CS85,CS38,4.7 km,12 mins
CS85,CS39,3.0 km,7 mins
CS85,CS40,9.8 km,21 mins
CS85,CS41,8.9 km,20 mins
CS85,CS42,9.3 km,20 mins
CS85,CS43,8.2 km,22 mins
CS85,CS44,8.6 km,22 mins
CS85,CS45,7.3 km,19 mins
CS85,CS46,8.5 km,21 mins
CS85,CS47,7.6 km,20 mins
CS85,CS48,7.5 km,20 mins
CS85,CS49,12.0 km,23 mins
CS85,CS50,12.1 km,23 mins
CS85,CS51,4.9 km,11 mins
CS85,CS52,5.8 km,14 mins
CS85,CS53,3.7 km,9 mins
CS85,CS54,6.1 km,15 mins
CS85,CS55,7.3 km,15 mins
CS85,CS56,5.9 km,13 mins
CS85,CS57,6.8 km,18 mins
CS85,CS58,6.2 km,15 mins
CS85,CS59,7.2 km,20 mins
CS85,CS60,8.3 km,19 mins
CS85,CS61,5.6 km,14 mins
CS85,CS62,6.1 km,15 mins
CS85,CS63,10.5 km,21 mins
CS85,CS64,20.6 km,23 mins
CS85,CS65,9.7 km,21 mins
CS85,CS66,9.6 km,23 mins
CS85,CS67,9.0 km,20 mins
CS85,CS68,8.7 km,19 mins
CS85,CS69,9.2 km,24 mins
CS85,CS70,9.4 km,23 mins
CS85,CS71,7.5 km,20 mins
CS85,CS72,10.1 km,23 mins
CS85,CS73,8.6 km,18 mins
CS85,CS74,9.2 km,22 mins
CS85,CS75,9.9 km,22 mins
CS85,CS76,6.1 km,13 mins
CS85,CS77,7.7 km,16 mins
CS85,CS78,5.3 km,11 mins
CS85,CS79,2.9 km,7 mins
CS85,CS80,5.3 km,12 mins
CS85,CS81,2.6 km,8 mins
CS85,CS82,5.0 km,11 mins
CS85,CS83,3.7 km,8 mins
CS85,CS84,1.7 km,5 mins
CS85,CS86,2.8 km,9 mins
CS85,CS87,3.4 km,8 mins
CS85,CS88,2.2 km,6 mins
CS85,CS89,1.5 km,4 mins
CS85,CS90,3.1 km,8 mins
CS85,CS91,2.7 km,7 mins
CS85,CS92,3.8 km,9 mins
CS85,CS93,6.3 km,17 mins
CS85,CS94,5.9 km,16 mins
CS85,CS95,5.0 km,14 mins
CS85,CS96,4.8 km,13 mins
CS85,CS97,5.2 km,13 mins
CS85,CS98,4.6 km,12 mins
CS85,CS99,4.7 km,12 mins
CS86,CS0,6.4 km,16 mins
CS86,CS1,7.3 km,14 mins
CS86,CS2,7.3 km,17 mins
CS86,CS3,8.8 km,18 mins
CS86,CS4,9.7 km,20 mins
CS86,CS5,6.0 km,14 mins
CS86,CS6,6.5 km,16 mins
CS86,CS7,7.0 km,18 mins
CS86,CS8,8.2 km,19 mins
CS86,CS9,8.0 km,17 mins
CS86,CS10,6.7 km,16 mins
CS86,CS11,6.7 km,19 mins
CS86,CS12,7.0 km,19 mins
CS86,CS13,5.4 km,16 mins
CS86,CS14,7.9 km,20 mins
CS86,CS15,6.1 km,18 mins
CS86,CS16,7.3 km,19 mins
CS86,CS17,5.7 km,15 mins
CS86,CS18,5.7 km,15 mins
CS86,CS19,6.6 km,18 mins
CS86,CS20,4.5 km,11 mins
CS86,CS21,5.8 km,14 mins
CS86,CS22,4.8 km,13 mins
CS86,CS23,6.5 km,18 mins
CS86,CS24,6.6 km,17 mins
CS86,CS25,4.5 km,13 mins
CS86,CS26,2.4 km,7 mins
CS86,CS27,2.8 km,8 mins
CS86,CS28,4.3 km,12 mins
CS86,CS29,3.9 km,10 mins
CS86,CS30,4.0 km,12 mins
CS86,CS31,3.1 km,9 mins
CS86,CS32,2.9 km,9 mins
CS86,CS33,3.3 km,9 mins
CS86,CS34,1.7 km,6 mins
CS86,CS35,3.1 km,8 mins
CS86,CS36,3.8 km,11 mins
CS86,CS37,3.0 km,8 mins
CS86,CS38,4.3 km,11 mins
CS86,CS39,2.2 km,7 mins
CS86,CS40,6.9 km,20 mins
CS86,CS41,9.5 km,25 mins
CS86,CS42,9.9 km,25 mins
CS86,CS43,7.6 km,15 mins
CS86,CS44,7.2 km,15 mins
CS86,CS45,5.4 km,13 mins
CS86,CS46,7.0 km,14 mins
CS86,CS47,5.6 km,14 mins
CS86,CS48,5.5 km,14 mins
CS86,CS49,9.5 km,23 mins
CS86,CS50,9.8 km,24 mins
CS86,CS51,5.1 km,15 mins
CS86,CS52,5.4 km,16 mins
CS86,CS53,4.7 km,14 mins
CS86,CS54,5.7 km,18 mins
CS86,CS55,5.0 km,14 mins
CS86,CS56,4.8 km,13 mins
CS86,CS57,6.2 km,18 mins
CS86,CS58,6.3 km,17 mins
CS86,CS59,5.6 km,17 mins
CS86,CS60,6.0 km,18 mins
CS86,CS61,5.4 km,15 mins
CS86,CS62,6.4 km,17 mins
CS86,CS63,7.1 km,14 mins
CS86,CS64,9.1 km,16 mins
CS86,CS65,6.8 km,19 mins
CS86,CS66,7.3 km,21 mins
CS86,CS67,7.5 km,20 mins
CS86,CS68,7.0 km,19 mins
CS86,CS69,8.1 km,20 mins
CS86,CS70,8.5 km,23 mins
CS86,CS71,6.0 km,17 mins
CS86,CS72,7.4 km,21 mins
CS86,CS73,7.2 km,19 mins
CS86,CS74,8.2 km,22 mins
CS86,CS75,8.5 km,23 mins
CS86,CS76,2.4 km,6 mins
CS86,CS77,4.3 km,10 mins
CS86,CS78,2.3 km,6 mins
CS86,CS79,1.1 km,5 mins
CS86,CS80,1.7 km,6 mins
CS86,CS81,0.8 km,4 mins
CS86,CS82,0.7 km,3 mins
CS86,CS83,0.9 km,4 mins
CS86,CS84,1.7 km,7 mins
CS86,CS85,2.9 km,10 mins
CS86,CS87,2.5 km,7 mins
CS86,CS88,4.7 km,14 mins
CS86,CS89,4.7 km,12 mins
CS86,CS90,5.2 km,15 mins
CS86,CS91,5.9 km,15 mins
CS86,CS92,2.2 km,6 mins
CS86,CS93,3.7 km,10 mins
CS86,CS94,4.4 km,13 mins
CS86,CS95,3.0 km,9 mins
CS86,CS96,2.1 km,7 mins
CS86,CS97,3.6 km,10 mins
CS86,CS98,2.5 km,7 mins
CS86,CS99,3.1 km,9 mins
CS87,CS0,8.7 km,23 mins
CS87,CS1,9.1 km,20 mins
CS87,CS2,9.6 km,24 mins
CS87,CS3,10.6 km,23 mins
CS87,CS4,11.5 km,25 mins
CS87,CS5,8.3 km,21 mins
CS87,CS6,8.8 km,23 mins
CS87,CS7,9.3 km,25 mins
CS87,CS8,10.4 km,26 mins
CS87,CS9,9.8 km,22 mins
CS87,CS10,9.0 km,22 mins
CS87,CS11,9.3 km,22 mins
CS87,CS12,8.7 km,20 mins
CS87,CS13,6.3 km,16 mins
CS87,CS14,9.2 km,21 mins
CS87,CS15,6.9 km,17 mins
CS87,CS16,9.6 km,26 mins
CS87,CS17,8.0 km,22 mins
CS87,CS18,8.0 km,21 mins
CS87,CS19,8.9 km,25 mins
CS87,CS20,6.7 km,18 mins
CS87,CS21,8.1 km,21 mins
CS87,CS22,7.1 km,20 mins
CS87,CS23,8.8 km,25 mins
CS87,CS24,8.8 km,24 mins
CS87,CS25,6.8 km,20 mins
CS87,CS26,4.3 km,12 mins
CS87,CS27,5.0 km,14 mins
CS87,CS28,5.4 km,14 mins
CS87,CS29,5.5 km,16 mins
CS87,CS30,6.3 km,15 mins
CS87,CS31,5.4 km,15 mins
CS87,CS32,4.9 km,14 mins
CS87,CS33,4.4 km,11 mins
CS87,CS34,3.7 km,11 mins
CS87,CS35,5.3 km,15 mins
CS87,CS36,5.8 km,17 mins
CS87,CS37,4.2 km,11 mins
CS87,CS38,5.8 km,17 mins
CS87,CS39,4.1 km,12 mins
CS87,CS40,9.2 km,27 mins
CS87,CS41,11.4 km,26 mins
CS87,CS42,11.8 km,26 mins
CS87,CS43,9.4 km,20 mins
CS87,CS44,9.0 km,20 mins
CS87,CS45,7.7 km,20 mins
CS87,CS46,8.8 km,19 mins
CS87,CS47,7.9 km,21 mins
CS87,CS48,7.8 km,20 mins
CS87,CS49,14.5 km,30 mins
CS87,CS50,14.6 km,30 mins
CS87,CS51,7.4 km,18 mins
CS87,CS52,8.3 km,21 mins
CS87,CS53,6.2 km,15 mins
CS87,CS54,8.6 km,22 mins
CS87,CS55,7.2 km,21 mins
CS87,CS56,8.4 km,19 mins
CS87,CS57,9.3 km,25 mins
CS87,CS58,8.7 km,22 mins
CS87,CS59,7.9 km,24 mins
CS87,CS60,8.3 km,25 mins
CS87,CS61,8.1 km,20 mins
CS87,CS62,8.6 km,22 mins
CS87,CS63,8.8 km,19 mins
CS87,CS64,10.8 km,22 mins
CS87,CS65,9.1 km,26 mins
CS87,CS66,9.6 km,28 mins
CS87,CS67,11.5 km,26 mins
CS87,CS68,11.2 km,25 mins
CS87,CS69,10.4 km,27 mins
CS87,CS70,12.0 km,29 mins
CS87,CS71,8.3 km,24 mins
CS87,CS72,9.7 km,28 mins
CS87,CS73,11.1 km,25 mins
CS87,CS74,11.7 km,28 mins
CS87,CS75,12.4 km,29 mins
CS87,CS76,4.5 km,12 mins
CS87,CS77,6.1 km,15 mins
CS87,CS78,3.7 km,10 mins
CS87,CS79,3.1 km,10 mins
CS87,CS80,3.6 km,11 mins
CS87,CS81,2.8 km,9 mins
CS87,CS82,2.7 km,8 mins
CS87,CS83,1.9 km,6 mins
CS87,CS84,3.5 km,10 mins
CS87,CS85,2.8 km,8 mins
CS87,CS86,2.4 km,8 mins
CS87,CS88,4.7 km,13 mins
CS87,CS89,4.0 km,11 mins
CS87,CS90,5.6 km,15 mins
CS87,CS91,5.2 km,14 mins
CS87,CS92,4.5 km,13 mins
CS87,CS93,6.0 km,16 mins
CS87,CS94,6.7 km,19 mins
CS87,CS95,5.3 km,16 mins
CS87,CS96,4.4 km,13 mins
CS87,CS97,5.9 km,17 mins
CS87,CS98,4.8 km,14 mins
CS87,CS99,5.4 km,16 mins
CS88,CS0,9.6 km,22 mins
CS88,CS1,12.6 km,26 mins
CS88,CS2,10.5 km,23 mins
CS88,CS3,26.1 km,27 mins
CS88,CS4,11.1 km,26 mins
CS88,CS5,9.2 km,20 mins
CS88,CS6,9.7 km,21 mins
CS88,CS7,10.2 km,23 mins
CS88,CS8,11.3 km,24 mins
CS88,CS9,11.7 km,25 mins
CS88,CS10,9.8 km,21 mins
CS88,CS11,5.7 km,13 mins
CS88,CS12,5.2 km,11 mins
CS88,CS13,1.7 km,4 mins
CS88,CS14,2.8 km,9 mins
CS88,CS15,2.1 km,5 mins
CS88,CS16,10.5 km,25 mins
CS88,CS17,8.9 km,21 mins
CS88,CS18,8.9 km,20 mins
CS88,CS19,8.8 km,20 mins
CS88,CS20,7.6 km,17 mins
CS88,CS21,9.2 km,21 mins
CS88,CS22,8.0 km,19 mins
CS88,CS23,8.2 km,19 mins
CS88,CS24,8.4 km,18 mins
CS88,CS25,6.6 km,15 mins
CS88,CS26,4.9 km,12 mins
CS88,CS27,4.8 km,14 mins
CS88,CS28,2.1 km,7 mins
CS88,CS29,3.5 km,10 mins
CS88,CS30,2.6 km,6 mins
CS88,CS31,4.0 km,12 mins
CS88,CS32,3.5 km,10 mins
CS88,CS33,1.9 km,6 mins
CS88,CS34,5.1 km,12 mins
CS88,CS35,4.8 km,14 mins
CS88,CS36,3.8 km,10 mins
CS88,CS37,1.7 km,5 mins
CS88,CS38,5.0 km,10 mins
CS88,CS39,2.9 km,9 mins
CS88,CS40,8.6 km,19 mins
CS88,CS41,7.8 km,18 mins
CS88,CS42,8.2 km,17 mins
CS88,CS43,9.4 km,21 mins
CS88,CS44,9.8 km,21 mins
CS88,CS45,8.6 km,19 mins
CS88,CS46,9.7 km,21 mins
CS88,CS47,8.8 km,19 mins
CS88,CS48,8.7 km,19 mins
CS88,CS49,10.8 km,21 mins
CS88,CS50,10.9 km,21 mins
CS88,CS51,3.8 km,9 mins
CS88,CS52,4.7 km,12 mins
CS88,CS53,2.6 km,7 mins
CS88,CS54,4.9 km,13 mins
CS88,CS55,6.1 km,13 mins
CS88,CS56,4.7 km,11 mins
CS88,CS57,5.7 km,16 mins
CS88,CS58,5.1 km,13 mins
CS88,CS59,7.6 km,18 mins
CS88,CS60,7.1 km,16 mins
CS88,CS61,4.4 km,11 mins
CS88,CS62,5.0 km,13 mins
CS88,CS63,22.7 km,22 mins
CS88,CS64,23.3 km,25 mins
CS88,CS65,8.6 km,19 mins
CS88,CS66,8.5 km,21 mins
CS88,CS67,7.8 km,18 mins
CS88,CS68,7.6 km,17 mins
CS88,CS69,9.5 km,22 mins
CS88,CS70,8.3 km,20 mins
CS88,CS71,7.9 km,18 mins
CS88,CS72,9.0 km,21 mins
CS88,CS73,7.5 km,16 mins
CS88,CS74,8.0 km,20 mins
CS88,CS75,8.7 km,20 mins
CS88,CS76,8.0 km,18 mins
CS88,CS77,9.5 km,21 mins
CS88,CS78,7.2 km,16 mins
CS88,CS79,4.6 km,12 mins
CS88,CS80,7.2 km,17 mins
CS88,CS81,4.9 km,13 mins
CS88,CS82,6.8 km,16 mins
CS88,CS83,5.6 km,13 mins
CS88,CS84,3.6 km,10 mins
CS88,CS85,2.2 km,6 mins
CS88,CS86,5.3 km,14 mins
CS88,CS87,5.3 km,13 mins
CS88,CS89,1.4 km,5 mins
CS88,CS90,1.5 km,4 mins
CS88,CS91,0.9 km,3 mins
CS88,CS92,5.4 km,13 mins
CS88,CS93,8.1 km,18 mins
CS88,CS94,6.3 km,13 mins
CS88,CS95,6.7 km,18 mins
CS88,CS96,6.5 km,17 mins
CS88,CS97,5.5 km,16 mins
CS88,CS98,6.3 km,16 mins
CS88,CS99,6.4 km,17 mins
CS89,CS0,10.1 km,24 mins
CS89,CS1,11.9 km,24 mins
CS89,CS2,11.0 km,25 mins
CS89,CS3,13.4 km,28 mins
CS89,CS4,11.7 km,28 mins
CS89,CS5,9.7 km,22 mins
CS89,CS6,10.2 km,23 mins
CS89,CS7,10.7 km,25 mins
CS89,CS8,11.8 km,26 mins
CS89,CS9,12.6 km,26 mins
CS89,CS10,10.4 km,23 mins
CS89,CS11,6.2 km,15 mins
CS89,CS12,5.6 km,13 mins
CS89,CS13,2.9 km,7 mins
CS89,CS14,4.0 km,12 mins
CS89,CS15,3.3 km,9 mins
CS89,CS16,11.0 km,27 mins
CS89,CS17,9.4 km,23 mins
CS89,CS18,9.4 km,22 mins
CS89,CS19,9.4 km,22 mins
CS89,CS20,8.1 km,19 mins
CS89,CS21,9.8 km,23 mins
CS89,CS22,8.5 km,21 mins
CS89,CS23,8.7 km,21 mins
CS89,CS24,8.9 km,20 mins
CS89,CS25,7.1 km,17 mins
CS89,CS26,4.2 km,10 mins
CS89,CS27,5.3 km,13 mins
CS89,CS28,2.3 km,8 mins
CS89,CS29,4.2 km,12 mins
CS89,CS30,3.2 km,8 mins
CS89,CS31,4.3 km,12 mins
CS89,CS32,3.8 km,10 mins
CS89,CS33,2.2 km,6 mins
CS89,CS34,4.4 km,10 mins
CS89,CS35,5.3 km,13 mins
CS89,CS36,4.1 km,12 mins
CS89,CS37,2.0 km,5 mins
CS89,CS38,5.5 km,12 mins
CS89,CS39,3.2 km,9 mins
CS89,CS40,9.2 km,21 mins
CS89,CS41,8.3 km,20 mins
CS89,CS42,8.7 km,19 mins
CS89,CS43,9.9 km,23 mins
CS89,CS44,10.3 km,23 mins
CS89,CS45,9.1 km,21 mins
CS89,CS46,10.2 km,23 mins
CS89,CS47,9.3 km,21 mins
CS89,CS48,9.2 km,21 mins
CS89,CS49,11.4 km,23 mins
CS89,CS50,11.5 km,23 mins
CS89,CS51,4.3 km,11 mins
CS89,CS52,5.2 km,14 mins
CS89,CS53,3.1 km,9 mins
CS89,CS54,5.5 km,15 mins
CS89,CS55,6.7 km,15 mins
CS89,CS56,5.3 km,12 mins
CS89,CS57,6.2 km,18 mins
CS89,CS58,5.6 km,15 mins
CS89,CS59,8.1 km,20 mins
CS89,CS60,7.7 km,18 mins
CS89,CS61,5.0 km,13 mins
CS89,CS62,5.5 km,15 mins
CS89,CS63,11.6 km,24 mins
CS89,CS64,13.6 km,26 mins
CS89,CS65,9.1 km,20 mins
CS89,CS66,9.0 km,22 mins
CS89,CS67,8.4 km,20 mins
CS89,CS68,8.1 km,18 mins
CS89,CS69,10.0 km,24 mins
CS89,CS70,8.8 km,22 mins
CS89,CS71,8.4 km,20 mins
CS89,CS72,9.5 km,23 mins
CS89,CS73,8.0 km,18 mins
CS89,CS74,8.6 km,22 mins
CS89,CS75,9.3 km,22 mins
CS89,CS76,7.3 km,16 mins
CS89,CS77,8.9 km,19 mins
CS89,CS78,6.5 km,14 mins
CS89,CS79,3.9 km,10 mins
CS89,CS80,6.5 km,15 mins
CS89,CS81,4.2 km,11 mins
CS89,CS82,6.2 km,14 mins
CS89,CS83,4.9 km,12 mins
CS89,CS84,2.9 km,8 mins
CS89,CS85,1.5 km,5 mins
CS89,CS86,4.0 km,12 mins
CS89,CS87,4.6 km,11 mins
CS89,CS88,1.4 km,5 mins
CS89,CS90,2.7 km,7 mins
CS89,CS91,1.6 km,5 mins
CS89,CS92,4.8 km,12 mins
CS89,CS93,7.3 km,20 mins
CS89,CS94,6.9 km,15 mins
CS89,CS95,6.0 km,16 mins
CS89,CS96,5.8 km,16 mins
CS89,CS97,6.2 km,16 mins
CS89,CS98,5.6 km,14 mins
CS89,CS99,5.7 km,15 mins
CS90,CS0,8.1 km,18 mins
CS90,CS1,10.6 km,22 mins
CS90,CS2,9.0 km,19 mins
CS90,CS3,11.5 km,25 mins
CS90,CS4,9.6 km,22 mins
CS90,CS5,7.6 km,16 mins
CS90,CS6,8.2 km,18 mins
CS90,CS7,8.7 km,20 mins
CS90,CS8,9.8 km,21 mins
CS90,CS9,10.2 km,21 mins
CS90,CS10,8.3 km,18 mins
CS90,CS11,4.2 km,10 mins
CS90,CS12,3.6 km,8 mins
CS90,CS13,1.4 km,3 mins
CS90,CS14,2.5 km,7 mins
CS90,CS15,1.8 km,4 mins
CS90,CS16,9.0 km,21 mins
CS90,CS17,7.4 km,17 mins
CS90,CS18,7.3 km,17 mins
CS90,CS19,7.3 km,17 mins
CS90,CS20,6.1 km,13 mins
CS90,CS21,7.7 km,18 mins
CS90,CS22,6.5 km,16 mins
CS90,CS23,6.7 km,15 mins
CS90,CS24,6.9 km,15 mins
